timestamp,flow_value,voltage
2024-08-12 16:32:17,0.0001,56.999
2024-08-12 16:32:18,0.4401,56.598000000000006
2024-08-12 16:32:18,0.4273,56.325
2024-08-12 16:32:19,0.4318,56.007000000000005
2024-08-12 16:32:19,0.4372,55.635000000000005
2024-08-12 16:32:20,0.4401,55.23400000000001
2024-08-12 16:32:20,0.4294,54.94000000000001
2024-08-12 16:32:21,0.4173,54.76700000000001
2024-08-12 16:32:21,0.4174,54.59300000000001
2024-08-12 16:32:22,0.4226,54.36700000000001
2024-08-12 16:32:22,0.4305,54.06200000000001
2024-08-12 16:32:23,0.4256,53.80600000000001
2024-08-12 16:32:23,0.4163,53.643000000000015
2024-08-12 16:32:24,0.4103,53.54000000000001
2024-08-12 16:32:25,0.4166,53.37400000000002
2024-08-12 16:32:25,0.4282,53.09200000000001
2024-08-12 16:32:26,0.4335,52.75700000000001
2024-08-12 16:32:26,0.4281,52.47600000000001
2024-08-12 16:32:27,0.4127,52.34900000000001
2024-08-12 16:32:27,0.4131,52.21800000000001
2024-08-12 16:32:28,0.4198,52.02000000000001
2024-08-12 16:32:28,0.4283,51.73700000000001
2024-08-12 16:32:29,0.4264,51.473000000000006
2024-08-12 16:32:29,0.4093,51.38000000000001
2024-08-12 16:32:30,0.4078,51.30200000000001
2024-08-12 16:32:30,0.4144,51.15800000000001
2024-08-12 16:32:31,0.4247,50.91100000000001
2024-08-12 16:32:31,0.4311,50.60000000000001
2024-08-12 16:32:32,0.4259,50.34100000000001
2024-08-12 16:32:32,0.4131,50.21000000000001
2024-08-12 16:32:33,0.4117,50.09300000000001
2024-08-12 16:32:33,0.4179,49.91400000000001
2024-08-12 16:32:34,0.4285,49.62900000000001
2024-08-12 16:32:34,0.4287,49.34200000000001
2024-08-12 16:32:35,0.4154,49.18800000000002
2024-08-12 16:32:35,0.4038,49.15000000000002
2024-08-12 16:32:36,0.4096,49.05400000000002
2024-08-12 16:32:36,0.4244,48.810000000000024
2024-08-12 16:32:37,0.4295,48.51500000000002
2024-08-12 16:32:37,0.4197,48.31800000000002
2024-08-12 16:32:38,0.4103,48.21500000000002
2024-08-12 16:32:38,0.4131,48.08400000000002
2024-08-12 16:32:39,0.4213,47.871000000000016
2024-08-12 16:32:39,0.4287,47.58400000000002
2024-08-12 16:32:40,0.4273,47.311000000000014
2024-08-12 16:32:40,0.4136,47.17500000000001
2024-08-12 16:32:41,0.4079,47.09600000000001
2024-08-12 16:32:41,0.411,46.98600000000001
2024-08-12 16:32:42,0.4194,46.79200000000001
2024-08-12 16:32:42,0.4267,46.525000000000006
2024-08-12 16:32:43,0.4168,46.357000000000006
2024-08-12 16:32:43,0.4087,46.27
2024-08-12 16:32:44,0.4157,46.11300000000001
2024-08-12 16:32:44,0.4253,45.86000000000001
2024-08-12 16:32:45,0.4302,45.55800000000001
2024-08-12 16:32:45,0.4203,45.355000000000004
2024-08-12 16:32:46,0.4095,45.260000000000005
2024-08-12 16:32:46,0.4109,45.151
2024-08-12 16:32:47,0.4208,44.943000000000005
2024-08-12 16:32:48,0.4248,44.69500000000001
2024-08-12 16:32:48,0.4148,44.547000000000004
2024-08-12 16:32:49,0.4062,44.48500000000001
2024-08-12 16:32:49,0.4104,44.38100000000001
2024-08-12 16:32:50,0.4199,44.18200000000001
2024-08-12 16:32:50,0.4286,43.89600000000001
2024-08-12 16:32:51,0.4254,43.64200000000001
2024-08-12 16:32:51,0.4124,43.51800000000001
2024-08-12 16:32:52,0.4093,43.42500000000001
2024-08-12 16:32:52,0.4159,43.26600000000001
2024-08-12 16:32:53,0.4239,43.027000000000015
2024-08-12 16:32:53,0.4267,42.76000000000001
2024-08-12 16:32:54,0.4174,42.58600000000001
2024-08-12 16:32:54,0.4042,42.54400000000001
2024-08-12 16:32:55,0.4075,42.46900000000001
2024-08-12 16:32:55,0.4187,42.28200000000001
2024-08-12 16:32:56,0.4269,42.01300000000001
2024-08-12 16:32:56,0.4234,41.77900000000001
2024-08-12 16:32:57,0.4112,41.66700000000001
2024-08-12 16:32:57,0.4097,41.57000000000001
2024-08-12 16:32:58,0.4168,41.40200000000001
2024-08-12 16:32:58,0.4249,41.153000000000006
2024-08-12 16:32:59,0.4287,40.86600000000001
2024-08-12 16:32:59,0.4193,40.67300000000001
2024-08-12 16:33:00,0.4061,40.61200000000001
2024-08-12 16:33:00,0.4075,40.537000000000006
2024-08-12 16:33:01,0.413,40.407000000000004
2024-08-12 16:33:01,0.4242,40.165000000000006
2024-08-12 16:33:02,0.4247,39.918000000000006
2024-08-12 16:33:02,0.4102,39.81600000000001
2024-08-12 16:33:03,0.4091,39.72500000000001
2024-08-12 16:33:03,0.4195,39.53000000000001
2024-08-12 16:33:04,0.4274,39.25600000000001
2024-08-12 16:33:04,0.4279,38.97700000000001
2024-08-12 16:33:05,0.4157,38.820000000000014
2024-08-12 16:33:05,0.4075,38.74500000000001
2024-08-12 16:33:06,0.4138,38.60700000000001
2024-08-12 16:33:06,0.4209,38.39800000000001
2024-08-12 16:33:07,0.422,38.17800000000001
2024-08-12 16:33:07,0.4175,38.003000000000014
2024-08-12 16:33:08,0.4061,37.942000000000014
2024-08-12 16:33:08,0.4097,37.84500000000001
2024-08-12 16:33:09,0.4185,37.66000000000001
2024-08-12 16:33:09,0.4267,37.39300000000001
