Chemical,Concentration,Experiment Number,Frequency (Hz),S11 Real,S11 Imaginary,S21 Real,S21 Imaginary,S12 Real,S12 Imaginary,S22 Real,S22 Imaginary,S11_Mag,S11_Phase,S21_Mag,S21_Phase,S12_Mag,S12_Phase,S22_Mag,S22_Phase,Baseline_Permittivity,Baseline_Conductivity,Permittivity_Corrected,Conductivity_Corrected,S11_Unwrapped_Phase,S21_Unwrapped_Phase,S12_Unwrapped_Phase,S22_Unwrapped_Phase,S11_Impedance_Real,S11_Impedance_Imag,S21_Impedance_Real,S21_Impedance_Imag,S12_Impedance_Real,S12_Impedance_Imag,S22_Impedance_Real,S22_Impedance_Imag,S11_Resistance,S11_Reactance,S11_Capacitance,S11_Inductance,S21_Resistance,S21_Reactance,S21_Capacitance,S21_Inductance,S12_Resistance,S12_Reactance,S12_Capacitance,S12_Inductance,S22_Resistance,S22_Reactance,S22_Capacitance,S22_Inductance,S11_Q_Factor,S21_Q_Factor,S12_Q_Factor,S22_Q_Factor,S11_Skin_Depth,S21_Skin_Depth,S12_Skin_Depth,S22_Skin_Depth,S11_Loss_Tangent,S21_Loss_Tangent,S12_Loss_Tangent,S22_Loss_Tangent,S11_Effective_Dielectric_Constant,S21_Effective_Dielectric_Constant,S12_Effective_Dielectric_Constant,S22_Effective_Dielectric_Constant
PFOA,657,1,0.0,-0.337782,-0.359907,0.0017747,0.177397,-0.325579,-0.362326,0.00283957,0.17868,0.49358862241040363,-2.3244932767974436,0.17740587692940166,1.5607925454559133,0.48711581324875913,-2.3028265011828424,0.178702561699,1.5549057347392516,,,,,-2.3244932767974436,1.5607925454559133,-2.3028265011828424,1.5549057347392516,19.705417455356,-18.7530312712421,47.11086021934203,17.25780269276948,20.194400113148163,-19.186526201302616,47.16493246231128,17.410869515114815,19.705417455356,-18.7530312712421,inf,-inf,47.11086021934203,17.25780269276948,-inf,inf,20.194400113148163,-19.186526201302616,inf,-inf,47.16493246231128,17.410869515114815,-inf,inf,0.9516688146154937,0.36632323443935005,0.9500914161253377,0.3691486154258263,,,,,0.9516688146154937,0.36632323443935005,0.9500914161253377,0.3691486154258263,inf,inf,inf,inf
PFOA,657,1,60606060.0,-0.661207,0.0862438,3.93393e-05,2.26403e-05,-1.97233e-05,-2.35299e-06,0.487356,-0.436071,0.6668078358023697,3.0118909957541335,4.538902630129886e-05,0.5222201368474706,1.9863159991051274e-05,-3.0228538322036664,0.6539677268619607,-0.7299174714136851,,,,,-3.2712943114254527,0.5222201368474706,-3.0228538322036664,-0.7299174714136851,10.03538017884244,3.116817663944378,50.003934033499775,0.0022642081400619293,49.998027708346456,-0.0002352897185277564,63.17599272907817,-96.27103472460782,10.03538017884244,3.116817663944378,-8.425441814114741e-10,8.184939557741942e-09,50.003934033499775,0.0022642081400619293,-1.1598123603623351e-06,5.945938701175469e-12,49.998027708346456,-0.0002352897185277564,1.116094916390089e-05,-6.17884115258328e-13,63.17599272907817,-96.27103472460782,2.727774345408166e-11,-2.5281318490251367e-07,0.3105829184743349,4.528060009328545e-05,4.705980001856716e-06,1.5238547202171135,,,,,0.3105829184743349,4.528060009328545e-05,4.705980001856716e-06,1.5238547202171135,842.5441814114741,1159812.360362335,11160949.16390089,27.277743454081662
PFOA,657,1,121212121.0,-0.643301,0.212154,3.35103e-05,-1.10262e-05,4.02385e-05,9.78473e-07,-0.0987773,-0.702534,0.6773813522064215,2.823034813841906,3.527771665697767e-05,-0.31788080657151224,4.0250394925537425e-05,0.024312044648585933,0.7094441318041118,-1.7104821089806188,,,,,-3.46015049333768,-0.31788080657151224,0.024312044648585933,-1.7104821089806188,9.855488120041544,7.727483416987697,50.00335113013886,-0.0011026939018345956,50.00402401182445,9.78551749323784e-05,14.601066386816273,-41.30449871233742,9.855488120041544,7.727483416987697,-1.699166742848575e-10,1.0146404281418703e-08,50.00335113013886,-0.0011026939018345956,1.1907459364937076e-06,-1.4478682803864565e-12,50.00402401182445,9.78551749323784e-05,-1.341807710949664e-05,1.284866123051353e-13,14.601066386816273,-41.30449871233742,3.178898966794002e-11,-5.42339750164204e-08,0.784079217879989,2.2052400027444588e-05,1.9569460031704365e-06,2.8288686331590447,,,,,0.784079217879989,2.2052400027444588e-05,1.9569460031704365e-06,2.8288686331590447,169.9166742848575,1190745.9364937076,13418077.10949664,31.78898966794002
PFOA,657,1,181818181.0,-0.606818,0.342629,4.31029e-05,5.75671e-05,0.000115216,0.000118273,-0.70322,-0.274508,0.696866355024405,2.6275849342223982,7.191544334021727e-05,0.9281008864863918,0.00016511580537610564,0.798490109238051,0.7548993379676524,-2.769425328597153,,,,,-3.655600372957188,0.9281008864863918,0.798490109238051,-2.769425328597153,9.528121184535237,12.693447940797359,50.00431014435405,0.005757206274797387,50.01152152829177,0.011830025693956006,7.22583592558607,-9.223089071441612,9.528121184535237,12.693447940797359,-6.896094701984672e-11,1.1111237465617037e-08,50.00431014435405,0.005757206274797387,-1.5204461142489036e-07,5.039583126363369e-12,50.01152152829177,0.011830025693956006,-7.399410733247429e-08,1.0355438910134228e-11,7.22583592558607,-9.223089071441612,9.490878643414073e-11,-8.073451225962775e-09,1.332208910335823,0.00011513420059545465,0.00023654600644900796,1.276404441842284,,,,,1.332208910335823,0.00011513420059545465,0.00023654600644900796,1.276404441842284,68.96094701984673,152044.61142489038,73994.10733247429,94.90878643414072
PFOA,657,1,242424242.0,-0.54573,0.471405,-3.98259e-05,4.84005e-06,9.48969e-05,-1.56836e-05,-0.576783,0.485144,0.7211406984250716,2.4291377400427216,4.011892813638595e-05,3.0206555137172604,9.61841823719992e-05,-0.1637893421097459,0.7536864930625996,2.4422762431657503,,,,,-3.8540475671368646,3.0206555137172604,-0.1637893421097459,-3.840909064013836,9.189266227063392,18.051093040679042,49.99601756626158,0.00048396645042212707,50.00949056602309,-0.0015686577069948348,7.9356846965757395,17.82562966269648,9.189266227063392,18.051093040679042,-3.636977217520737e-11,1.1850797848986493e-08,49.99601756626158,0.00048396645042212707,-1.356528207338217e-06,3.1773081866672483e-13,50.00949056602309,-0.0015686577069948348,4.18519692649003e-07,-1.0298459676628625e-12,7.9356846965757395,17.82562966269648,-3.682978687573931e-11,1.1702777952972457e-08,1.964367186088983,9.680100015580408e-06,3.1367200290190425e-05,2.2462623383194984,,,,,1.964367186088983,9.680100015580408e-06,3.1367200290190425e-05,2.2462623383194984,36.36977217520737,1356528.2073382172,418519.692649003,36.82978687573931
PFOA,657,1,303030303.0,-0.45143,0.601097,-4.87188e-06,-3.80835e-05,-5.74854e-06,2.77987e-05,0.118955,0.697054,0.751735756971158,2.2149436733509966,3.839385610985695e-05,-1.698031523836801,2.8386853186318486e-05,1.7747137417723067,0.7071312261108258,1.4017706824482699,,,,,-4.06824163382859,4.585153783342785,1.7747137417723067,-4.881414624731317,8.810762333214267,24.355961228724837,49.999512669340334,-0.003808312887099434,49.99942507202912,0.0027798380377396623,19.806500902135276,55.22862133016701,8.810762333214267,24.355961228724837,-2.1563973900416386e-11,1.2792026358189368e-08,49.999512669340334,-0.003808312887099434,1.3791180709833903e-07,-2.0001690089140757e-12,49.99942507202912,0.0027798380377396623,-1.8893593983728448e-07,1.4600023836597688e-12,19.806500902135276,55.22862133016701,-9.509766849256739e-12,2.9006696682894342e-08,2.7643420974947013,7.616700011227688e-05,5.559740004480113e-05,2.7884087958319275,,,,,2.7643420974947013,7.616700011227688e-05,5.559740004480113e-05,2.7884087958319275,21.563973900416386,137911.80709833902,188935.93983728447,9.509766849256739
PFOA,657,1,363636363.0,-0.311414,0.71325,1.07739e-05,-2.14238e-05,-9.53663e-05,-5.58834e-05,0.601408,0.272634,0.7782700314775073,1.9824617658822157,2.3980327930409956e-05,-1.1048362166711594,0.0001105336399981924,-2.611540648000694,0.6603187718216105,0.42561654651754055,,,,,-4.300723541297371,5.178349090508426,3.671644659178892,-5.857568760662046,8.84653474361536,32.005370467208415,50.00107735570841,-0.002142426163338467,49.99046396718028,-0.005587274256390602,120.9192360306265,116.90750189661064,8.84653474361536,32.005370467208415,-1.3675082896386812e-11,1.4007985541708828e-08,50.00107735570841,-0.002142426163338467,2.0428993155434124e-07,-9.37688715428939e-13,49.99046396718028,-0.005587274256390602,7.833445687188901e-08,-2.4454163741447884e-12,120.9192360306265,116.90750189661064,-3.7437810847734344e-12,5.1167618820812794e-08,3.61784262366765,4.2847600024639775e-05,0.00011176680136553158,0.9668230277852586,,,,,3.61784262366765,4.2847600024639775e-05,0.00011176680136553158,0.9668230277852586,13.675082896386812,204289.93155434125,78334.45687188901,3.7437810847734343
PFOA,657,1,424242424.0,-0.129563,0.776725,3.61514e-05,-8.2065e-05,-0.000171289,-6.6364e-05,0.477303,-0.369246,0.7874568537983525,1.7360813323632822,8.967490143267512e-05,-1.1558525910147492,0.0001836956777308601,-2.7719615994704054,0.6034573409322319,-0.6584405829483368,,,,,-4.547103974816304,5.127332716164837,3.511223707709181,-6.9416258901279235,10.108259182962122,41.33243352861792,50.003614597157636,-0.008207093329829543,49.98287359329787,-0.006634127070153901,77.62566769647682,-90.15790657733503,10.108259182962122,41.33243352861792,-9.076429947988967e-12,1.5505901187517095e-08,50.003614597157636,-0.008207093329829543,4.571057284542939e-08,-3.0788987568553367e-12,49.98287359329787,-0.006634127070153901,5.6548651169219776e-08,-2.488798989878359e-12,77.62566769647682,-90.15790657733503,4.16104312693437e-12,-3.3822823175742016e-08,4.088976428135657,0.00016413000131986578,0.00013272800447878736,1.1614445228330963,,,,,4.088976428135657,0.00016413000131986578,0.00013272800447878736,1.1614445228330963,9.076429947988967,45710.572845429386,56548.651169219775,4.16104312693437
PFOA,657,1,484848484.0,0.0525922,0.799593,-2.52523e-05,0.000191548,7.69762e-05,0.00011782,0.327339,-0.531105,0.801320725521211,1.5051172186417112,0.00019320536990283162,1.7018732000642773,0.00014073694527891388,0.9920786059399629,0.623877665849644,-1.0184517563359927,,,,,-4.778068088537875,7.985058507243863,0.9920786059399629,-7.301637063515579,11.642852219114117,52.025319122808696,49.997471164980716,0.019153831928399725,50.007696824103306,0.011783813913032383,41.575150176291025,-72.30390959841444,11.642852219114117,52.025319122808696,-6.309563809240934e-12,1.707767885756308e-08,49.997471164980716,0.019153831928399725,-1.7137932082131904e-08,6.28738076152505e-12,50.007696824103306,0.011783813913032383,-2.7856606793361362e-08,3.868120236783402e-12,41.575150176291025,-72.30390959841444,4.539962949786085e-12,-2.3734269565040435e-08,4.468434206989119,0.0003830960143003287,0.00023564000466729513,1.7391136121414912,,,,,4.468434206989119,0.0003830960143003287,0.00023564000466729513,1.7391136121414912,6.309563809240934,17137.932082131905,27856.606793361363,4.539962949786085
PFOA,657,1,545454545.0,0.23697,0.765689,6.05822e-05,8.31088e-05,0.000115347,2.199e-05,-0.268442,-0.597118,0.8015200718765563,1.2706596910274794,0.00010284588272886767,0.9409035721656643,0.00011742440337936575,0.18838164890680015,0.6546839033365645,-1.9932865618258615,,,,,-5.012525616152107,7.224088879345251,0.18838164890680015,-8.276471869005448,15.300268727810606,65.52782651000429,50.00605789620973,0.00831188701688615,50.01153598227378,0.0021995073828282876,14.53549825486826,-30.380031287950438,15.300268727810606,65.52782651000429,-4.452826808375027e-12,1.911997543101474e-08,50.00605789620973,0.00831188701688615,-3.510443079718434e-08,2.4252761614788247e-12,50.01153598227378,0.0021995073828282876,-1.326588239058773e-07,6.417811998325905e-13,14.53549825486826,-30.380031287950438,9.604468797700826e-12,-8.864408950453885e-09,4.2827892552565,0.00016621760175812935,4.3980000606417825e-05,2.0900577851038227,,,,,4.2827892552565,0.00016621760175812935,4.3980000606417825e-05,2.0900577851038227,4.452826808375026,35104.430797184345,132658.8239058773,9.604468797700827
